,index,loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,target,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
35983,35983,8000,0.0756,249.08,MORTGAGE,41004,Source Verified,low_risk,n,19.46,0,0,10,0,10193,23,w,5744.36,5744.36,2736.52,2736.52,2255.64,480.88,0,0,0,249.08,0,1,Individual,0,0,63944,1,2,1,2,3,9060,71,0,3,1725,40,35900,2,7,2,5,7105,12653,15.6,0,0,145,199,13,3,2,35,3,0,2,5,2,3,8,7,13,5,10,0,0,0,1,100,0,0,0,106978,19253,15000,12828,N,N
57844,57844,7425,0.1102,243.16,RENT,96400,Source Verified,low_risk,n,18.97,1,0,17,0,13739,29,w,5221.59,5221.59,2913.37,2913.37,2203.41,709.96,0,0,0,243.16,0,1,Individual,0,0,76616,2,7,2,5,4,62877,77,1,1,5191,69,30000,1,0,1,6,4789,11476,52,0,0,174,81,11,4,1,28,11,0,5,7,7,7,18,10,10,7,17,0,0,0,3,88.5,16.7,0,0,111485,76616,23900,81485,N,N
42339,42339,31900,0.1308,1076.07,MORTGAGE,46000,Source Verified,low_risk,n,35.09,0,1,17,1,17313,39,w,23436.79,23436.79,11813.59,11813.59,8463.21,3350.38,0,0,0,1076.07,0,1,Joint App,0,0,38819,4,2,1,1,12,21506,76,5,12,5785,41,51000,1,3,2,13,2283,22986,39.2,0,0,168,286,1,1,4,4,6,1,7,10,8,11,6,15,29,10,16,0,0,0,6,96.7,0,1,0,98518,38819,37800,47518,N,N
257,257,12000,0.1612,292.59,MORTGAGE,87856,Not Verified,low_risk,n,13.28,0,1,8,0,20410,27,w,10751.92,10751.92,2622.56,2622.56,1248.08,1374.48,0,0,0,0,0,1,Individual,0,0,304115,3,1,1,3,7,13719,92,2,2,9669,53,49600,3,1,4,7,38014,17763,52.4,0,0,52,113,2,2,12,68,3,0,4,6,4,8,5,6,10,6,8,0,0,0,5,100,50,0,0,334461,34129,37300,14875,N,N
17063,17063,9900,0.0819,311.1,RENT,54000,Source Verified,low_risk,n,27.27,0,0,6,0,8391,15,f,7419.63,7419.63,3106.5,3106.5,2480.37,626.13,0,0,0,311.1,0,1,Individual,0,0,56365,0,3,0,2,18,47974,73,0,0,3149,75,8700,3,5,0,2,9394,0,101.6,0,0,125,112,59,18,0,112,24,0,1,3,1,3,8,3,7,3,6,0,0,0,0,100,100,0,0,74789,56365,3100,66089,N,N
70902,70902,10000,0.1612,352.17,OWN,14330,Not Verified,low_risk,n,19.26,0,1,3,0,1447,4,w,7215.02,7215.02,4217.08,4217.08,2784.98,1432.1,0,0,0,352.17,0,1,Joint App,0,0,8320,0,1,1,1,7,6873,93,0,1,1124,67,5100,1,1,2,2,2773,876,56.2,0,0,65,77,13,7,0,13,2,0,1,2,1,1,2,2,2,2,3,0,0,0,1,100,0,0,0,12485,8320,2000,7385,N,N
37223,37223,31900,0.1774,805.55,RENT,103000,Verified,low_risk,n,17.38,0,0,15,0,13030,19,w,27502.97,27502.97,9218.51,9218.51,4397.03,4821.48,0,0,0,805.55,0,1,Joint App,0,0,58560,1,4,0,2,15,45530,72,3,6,6309,49,36900,1,0,1,8,3904,15415,44.9,0,0,97,102,4,4,0,4,11,2,4,5,7,7,6,11,13,5,15,0,0,0,3,84.2,28.6,0,0,94964,58560,28000,58064,N,N
53859,53859,40000,0.1774,1010.09,MORTGAGE,125000,Verified,low_risk,n,26.64,1,1,16,0,46941,31,w,35194.26,35194.26,11032.15,11032.15,4805.74,6226.41,0,0,0,0,0,1,Joint App,0,0,223307,1,2,2,2,10,34898,50,2,2,26183,36,133000,2,0,3,4,13957,54858,38.6,0,0,185,200,2,2,2,10,2,0,6,11,7,9,11,13,18,11,16,0,0,0,4,96.8,14.3,0,0,340535,81839,89400,47979,N,N
65720,65720,11000,0.124,367.47,MORTGAGE,56000,Source Verified,low_risk,n,11.96,0,1,8,0,8085,16,w,7796.37,7796.37,4402.06,4402.06,3203.63,1198.43,0,0,0,367.47,0,1,Individual,0,7808,188413,2,2,1,1,6,8056,50,2,3,6551,38,26300,2,2,4,4,23552,17215,32,0,0,155,161,4,4,1,4,1,0,1,1,4,9,4,5,11,2,8,0,0,0,3,87.5,0,0,0,240775,16141,25300,16201,N,N
44774,44774,28000,0.1524,669.66,MORTGAGE,175000,Source Verified,low_risk,n,32.35,0,0,26,0,73318,61,w,24505,24505,7342.55,7342.55,3495,3847.55,0,0,0,669.66,0,1,Individual,0,0,492945,0,10,0,1,20,87298,70,0,1,18403,72,97500,1,2,1,3,18959,6078,91.3,0,0,291,238,18,18,3,18,3,0,10,14,10,17,33,14,23,14,26,0,0,0,0,100,80,0,0,570553,161222,69600,125074,N,N
10066,10066,36350,0.1612,886.29,MORTGAGE,150000,Not Verified,low_risk,n,31.93,0,0,13,0,32591,27,w,32120.71,32120.71,8830.35,8830.35,4229.29,4601.06,0,0,0,886.29,0,1,Joint App,0,0,424905,0,3,1,3,8,44800,74,0,1,13430,67,54700,2,0,0,4,32685,5566,84.6,0,0,90,367,20,8,2,20,17,0,4,6,5,8,6,8,18,6,13,0,0,0,1,100,60,0,0,519737,130669,36100,60935,N,N
44725,44725,12625,0.0881,400.36,MORTGAGE,65000,Not Verified,low_risk,n,30.21,0,0,17,0,14438,26,w,9107.58,9107.58,4397.78,4397.78,3517.42,880.36,0,0,0,400.36,0,1,Individual,0,4403,177491,0,3,0,1,17,26061,42,0,0,4663,36,43200,1,3,0,1,10441,24949,30.5,0,0,75,171,27,17,1,27,17,0,7,9,9,13,6,13,19,9,17,0,0,0,0,84.6,11.1,0,0,260681,40499,35900,55470,N,N
29031,29031,25525,0.1862,930.75,OWN,72000,Not Verified,low_risk,n,25.42,0,0,20,0,28558,26,w,19955.72,19955.72,9254.69,9254.69,5569.28,3685.41,0,0,0,930.75,0,1,Individual,0,0,43703,0,2,0,2,14,15145,76,2,3,6570,77,36800,1,1,0,5,2185,3482,88.6,0,0,53,202,8,8,0,8,14,0,9,15,10,12,4,18,22,15,20,0,0,0,2,100,70,0,0,56853,43703,26200,20053,N,N
19572,19572,14300,0.2565,573.5,MORTGAGE,75000,Source Verified,low_risk,n,31.68,0,0,11,0,59691,19,w,11348.75,11348.75,5714.62,5714.62,2951.25,2763.37,0,0,0,573.5,0,1,Individual,0,0,493004,1,2,1,1,2,32604,69,0,1,32020,73,79100,1,3,0,4,44819,13434,77.3,0,0,117,174,15,2,2,31,15,0,4,5,5,6,2,8,15,5,11,0,0,0,1,100,20,0,0,539219,92295,59100,47119,N,N
38365,38365,35000,0.1524,837.07,MORTGAGE,76000,Not Verified,low_risk,n,17.4,0,1,8,0,28506,14,w,30396.8,30396.8,9178.14,9178.14,4603.2,4574.94,0,0,0,837.07,0,1,Individual,0,0,159475,1,1,1,1,5,30401,96,0,1,11464,72,50400,2,2,9,2,19934,16235,51.1,0,0,98,176,19,5,1,107,6,2,3,6,3,4,4,6,9,6,8,0,0,0,1,78.6,0,0,0,205529,58907,33200,31790,N,N
17737,17737,40000,0.1524,956.65,MORTGAGE,304000,Source Verified,low_risk,n,11.81,0,0,16,0,162424,39,w,35248.22,35248.22,9532.63,9532.63,4751.78,4780.85,0,0,0,956.65,0,1,Individual,0,0,510211,2,3,1,2,3,75078,81,1,2,6328,47,324600,1,3,1,5,31888,52151,17.9,0,0,155,364,12,3,4,22,12,2,2,5,7,12,15,11,19,5,16,0,0,0,3,89.7,0,0,0,757198,239074,63500,99268,N,N
14952,14952,16750,0.0819,526.36,RENT,50000,Source Verified,low_risk,n,20.09,0,0,3,0,11606,5,w,12504.76,12504.76,5248.36,5248.36,4245.24,1003.12,0,0,0,526.36,0,1,Individual,0,0,15782,0,1,0,1,22,4176,46,0,2,5812,48,24000,1,0,0,3,5261,12394,48.4,0,0,22,80,19,19,0,38,19,0,2,2,2,3,1,2,4,2,3,0,0,0,0,100,0,0,0,33000,15782,24000,9000,N,N
29156,29156,19125,0.1612,466.31,MORTGAGE,112260,Not Verified,low_risk,n,37.19,0,0,12,0,40188,17,f,0,0,19778.22,19778.22,19125,653.22,0,0,0,19329.04,0,1,Individual,0,0,350278,0,5,2,3,8,71354,67,0,0,9762,73,54000,2,2,1,3,29190,1833,91.1,0,0,75,257,29,8,2,52,8,0,2,6,2,2,8,6,7,6,12,0,0,0,2,100,100,0,0,443898,111542,20500,138363,N,N
40403,40403,40000,0.0646,1225.24,MORTGAGE,220000,Not Verified,low_risk,n,11.11,0,0,14,0,51956,20,w,28587.13,28587.13,13448.93,13448.93,11412.87,2036.06,0,0,0,1225.24,0,1,Individual,0,0,68172,0,1,1,1,9,16216,75,0,1,12617,57,97400,0,0,2,2,4869,36741,54.6,0,0,67,98,21,9,0,32,9,0,10,11,11,14,4,13,16,11,14,0,0,0,1,100,18.2,0,0,119021,68172,80900,21621,N,N
35054,35054,10625,0.1033,344.49,MORTGAGE,39000,Not Verified,low_risk,n,21.57,0,1,10,0,9414,13,w,7758.63,7758.63,3774.15,3774.15,2866.37,907.78,0,0,0,344.49,0,1,Individual,0,0,120261,1,1,1,1,9,9581,80,1,3,2710,44,31600,1,0,2,4,12026,13425,17.6,0,0,9,282,0,0,3,0,0,0,3,5,5,6,1,8,9,5,10,0,0,0,2,100,0,0,0,162070,18995,16300,12000,N,N
76643,76643,25000,0.0881,516.66,MORTGAGE,47000,Verified,low_risk,n,27.6,0,2,12,0,4856,33,w,22628.21,22628.21,4461.13,4461.13,2371.79,2089.34,0,0,0,516.66,0,1,Individual,0,0,89283,3,3,1,2,4,33256,79,3,4,3284,51,32800,2,1,2,6,7440,10216,24.3,0,0,129,162,1,1,2,1,4,0,1,5,2,8,15,8,16,5,12,0,0,0,4,100,0,0,0,133221,38112,13500,42187,N,N
54327,54327,10000,0.143,234.25,RENT,95000,Not Verified,low_risk,n,13.04,0,0,12,0,3348,19,w,8524.79,8524.79,2795.11,2795.11,1475.21,1319.9,0,0,0,234.25,0,1,Individual,0,7679,26717,0,2,1,2,10,23369,69,1,3,1633,57,12800,2,0,1,5,2429,9192,25.3,0,0,164,86,7,7,1,7,10,3,5,6,9,10,7,10,11,6,12,0,0,0,2,88.9,0,0,0,46768,26717,12300,33968,N,N
73013,73013,32400,0.2055,868.35,MORTGAGE,120000,Source Verified,low_risk,n,29.65,0,0,20,0,31426,34,w,28515.31,28515.31,10383.21,10383.21,3884.69,6498.52,0,0,0,868.35,0,1,Individual,0,0,510221,2,4,2,3,4,73476,82,1,1,9340,58,75400,2,2,4,4,25511,16479,53.2,0,0,73,198,3,3,1,3,1,0,4,7,7,14,6,15,27,7,20,0,0,0,3,100,14.3,0,0,607572,104902,35200,110222,N,N
20381,20381,25000,0.1308,569.86,MORTGAGE,140000,Not Verified,low_risk,n,9.75,0,1,9,0,35483,14,w,21544.81,21544.81,6232.13,6232.13,3455.19,2776.94,0,0,0,569.86,0,1,Individual,0,0,118968,1,1,0,0,25,2170,39,1,1,16241,61,55700,0,1,1,1,13219,17917,66.4,0,0,179,110,5,5,3,5,5,0,5,5,5,5,4,7,7,5,9,0,0,0,1,100,60,0,0,188300,37653,53400,5600,N,N
66644,66644,24000,0.143,562.18,RENT,85000,Source Verified,low_risk,n,11.55,1,0,9,0,7102,22,w,0,0,26119.11,26119.11,24000,2119.11,0,0,0,23889.46,0,1,Individual,0,0,41244,0,2,1,1,10,34142,83,1,3,1680,65,22800,0,5,1,4,5156,10820,13.4,0,0,239,239,10,10,4,10,10,1,1,2,4,6,7,7,10,2,9,0,0,0,2,86.4,0,0,0,63720,41244,12500,40920,N,N
70937,70937,10525,0.0881,333.77,RENT,65000,Not Verified,low_risk,n,15.45,0,0,23,0,1287,32,w,8724.15,8724.15,2665.01,2665.01,1800.85,864.16,0,0,0,333.77,0,1,Individual,0,0,115924,0,20,1,2,11,114637,117,0,1,1287,98,20800,3,0,5,3,5040,19513,6.2,0,0,209,49,18,11,0,33,11,0,1,1,3,5,26,3,6,1,23,0,0,0,1,100,0,0,0,118748,115924,20800,97948,N,N
76094,76094,32000,0.1102,696.08,MORTGAGE,64000,Not Verified,low_risk,n,9.88,0,0,6,0,3400,13,w,26922.04,26922.04,8313.78,8313.78,5077.96,3235.82,0,0,0,696.08,0,1,Individual,0,0,193566,0,2,0,1,18,20063,79,2,2,3351,69,8700,1,5,1,3,32261,5300,39.1,0,0,133,138,7,7,1,7,7,0,2,2,3,4,6,3,6,2,6,0,0,0,2,100,0,0,0,209373,23463,8700,25400,N,N
42621,42621,7500,0.1524,260.88,MORTGAGE,107882,Not Verified,low_risk,n,7.71,0,0,9,0,8880,14,f,5557.86,5557.86,2863.33,2863.33,1942.14,921.19,0,0,0,260.88,0,1,Individual,0,0,219200,1,1,0,1,19,2017,61,1,1,5032,71,13600,0,2,0,2,24356,2571,72.4,0,0,176,145,4,4,1,4,19,0,3,4,4,4,5,6,7,4,9,0,0,0,1,92.9,50,0,0,305720,17860,9300,3330,N,N
46585,46585,20000,0.2305,774.72,RENT,102429,Not Verified,low_risk,n,28.52,0,0,7,0,6888,17,w,15266.6,15266.6,8496.31,8496.31,4733.4,3762.91,0,0,0,774.72,0,1,Individual,0,0,85299,0,3,1,2,8,78411,84,1,1,4405,70,12300,1,1,2,3,12186,4512,60.4,0,0,134,44,7,7,0,7,7,0,3,3,3,5,11,4,6,3,7,0,0,0,2,94.1,33.3,0,0,119073,85299,11400,106773,N,N
61599,61599,40000,0.1308,911.77,MORTGAGE,160000,Not Verified,low_risk,n,37.49,0,1,15,0,27839,39,f,35916.03,35916.03,9045.03,9045.03,4083.97,4961.06,0,0,0,911.77,1,1,Joint App,0,165,575923,5,5,2,3,3,168246,95,3,3,8770,56,59700,0,9,3,6,41137,21432,48.4,0,0,154,271,2,2,6,3,5,0,3,4,4,5,19,8,14,4,15,0,0,0,5,100,33.3,0,0,741858,196085,41500,258830,N,N
41750,41750,16000,0.1102,523.98,RENT,120000,Not Verified,low_risk,n,16.29,1,1,17,0,18795,29,w,0,0,17219.22,17219.22,16000,1219.22,0,0,0,8108.99,0,1,Individual,0,0,62883,2,3,1,4,6,44088,77,3,5,4000,64,45200,3,3,4,9,3699,16975,45.8,0,0,87,96,2,2,1,9,2,0,4,7,8,12,7,14,20,7,17,0,0,0,4,91.7,0,0,0,102402,62883,29800,57202,N,N
21509,21509,15000,0.1171,496.14,RENT,73000,Source Verified,low_risk,n,5.31,0,1,5,0,5133,17,w,0,0,16323.48,16323.48,15000,1323.48,0,0,0,11877.74,0,1,Individual,0,0,13383,1,1,1,1,1,8250,100,0,0,4617,41,24200,1,0,1,1,2677,15567,24.8,0,0,82,154,25,1,0,31,1,0,2,2,3,11,4,4,13,2,5,0,0,0,1,94.1,0,0,0,32450,13383,20700,8250,N,N
19402,19402,5500,0.0756,171.24,OWN,50000,Not Verified,low_risk,n,19.06,0,0,5,0,11034,12,w,3733.48,3733.48,2060.09,2060.09,1766.52,293.57,0,0,0,171.24,0,1,Individual,0,0,62940,0,2,0,2,20,7291,42,0,0,11034,65,11100,1,0,0,2,15735,66,99.4,0,0,99,275,96,20,2,275,20,0,1,1,1,1,6,1,3,1,5,0,0,0,0,100,100,0,0,82086,18325,11100,17311,N,N
16875,16875,12000,0.2055,449.34,RENT,130000,Verified,low_risk,n,29.01,0,2,23,0,42553,32,w,9364.85,9364.85,4479.7,4479.7,2635.15,1844.55,0,0,0,449.34,0,1,Individual,0,0,151390,4,5,1,2,4,108837,45,3,4,10409,53,71800,2,3,2,6,6582,18260,66.8,0,0,156,138,3,3,0,6,3,0,10,16,11,13,11,18,21,16,23,0,0,0,4,100,54.5,0,0,208684,151390,55000,136884,N,N
53781,53781,31575,0.1308,719.73,MORTGAGE,22000,Not Verified,low_risk,n,50.52,0,0,13,0,9784,23,w,26788.01,26788.01,8590.87,8590.87,4786.99,3803.88,0,0,0,719.73,0,1,Joint App,0,0,340851,2,1,0,1,14,25109,75,2,4,6960,46,42100,2,2,1,7,28404,22616,30.2,0,0,134,144,4,4,5,4,6,0,3,3,7,9,5,11,13,3,13,0,0,0,3,100,14.3,0,0,383562,34893,32400,33470,N,N
3423,3423,8500,0.0819,267.11,MORTGAGE,94000,Verified,low_risk,n,27.09,0,0,20,0,36684,24,w,6343.62,6343.62,2663.36,2663.36,2156.38,506.98,0,0,0,267.11,0,1,Individual,0,0,185802,0,3,0,2,15,32409,64,0,3,8130,44,106700,2,0,0,5,9290,52758,39.8,0,0,162,182,20,15,2,20,15,0,10,13,12,12,4,16,18,13,20,0,0,0,0,100,8.3,0,0,314768,69093,87700,50968,N,N
5549,5549,14000,0.0819,285.15,MORTGAGE,60000,Source Verified,low_risk,n,16.64,0,0,7,0,15273,9,w,12044.7,12044.7,2845.13,2845.13,1955.3,889.83,0,0,0,285.15,0,1,Individual,0,0,16767,1,1,0,0,29,1494,16,2,4,10707,43,30000,0,1,1,4,2795,5503,67.6,0,0,34,126,3,3,0,13,6,0,2,5,3,3,2,6,7,5,7,0,0,0,2,100,50,0,0,39299,16767,17000,9299,N,N
63662,63662,21450,0.124,481.5,RENT,80000,Verified,low_risk,n,17.97,0,1,12,0,18932,28,w,19116.79,19116.79,4850.22,4850.22,2333.21,2517.01,0,0,0,481.5,0,1,Individual,0,0,38808,0,4,1,2,10,19876,44,0,1,6087,46,38300,2,2,3,3,3234,15368,55.2,0,0,104,174,15,10,0,15,1,0,6,6,6,11,6,8,22,6,12,0,0,0,1,100,33.3,0,0,83650,38808,34300,45350,N,N
39878,39878,24000,0.0819,754.18,RENT,64000,Not Verified,low_risk,n,25.31,0,1,8,0,25538,11,w,17279.61,17279.61,8285.06,8285.06,6720.39,1564.67,0,0,0,754.18,0,1,Individual,0,0,34299,0,1,0,0,31,8761,33,1,1,8767,47,47200,0,0,1,2,4287,21662,54.1,0,0,53,61,7,7,0,7,2,0,7,7,7,7,2,7,8,7,8,0,0,0,1,100,28.6,0,0,73483,34299,47200,26283,N,N
15796,15796,31900,0.0881,1011.6,MORTGAGE,126000,Source Verified,low_risk,n,15.96,0,0,15,0,44387,27,w,23864.06,23864.06,10084.77,10084.77,8035.94,2048.83,0,0,0,1011.6,0,1,Individual,0,0,45356,0,1,0,0,33,969,10,1,2,5935,45,91600,0,2,2,2,3024,29547,54.1,0,0,205,268,8,8,3,8,1,0,8,11,9,10,8,14,16,11,15,0,0,0,1,100,11.1,0,0,101600,45356,64400,10000,N,N
2014,2014,17700,0.1524,615.66,RENT,240000,Not Verified,low_risk,n,29.73,1,1,24,0,79788,47,w,13560.18,13560.18,6141.61,6141.61,4139.82,2001.79,0,0,0,615.66,0,1,Individual,0,0,374324,0,9,0,2,13,284329,71,0,0,16979,75,99100,1,0,1,3,17015,12953,85,0,0,189,579,28,13,0,32,0,0,9,10,11,14,27,13,17,10,24,0,0,0,0,97.8,80,0,0,409877,374324,86100,295460,N,N
68185,68185,37000,0.0881,764.66,MORTGAGE,96000,Source Verified,low_risk,n,24.52,0,1,14,0,36376,21,w,30760.43,30760.43,9139.7,9139.7,6239.57,2900.13,0,0,0,764.66,0,1,Individual,0,0,261684,1,2,0,1,24,36285,69,1,3,9188,76,44000,1,0,2,4,18692,1456,94.3,0,0,264,269,4,4,2,4,2,0,6,9,6,8,6,11,13,9,14,0,0,0,1,100,66.7,0,0,303437,72661,25500,52259,N,N
35875,35875,26575,0.2305,749.93,MORTGAGE,140000,Not Verified,low_risk,n,24.53,0,0,16,0,23881,27,w,23108.23,23108.23,8965.13,8965.13,3466.77,5498.36,0,0,0,749.93,0,1,Individual,0,0,289689,1,2,1,3,10,62487,81,3,4,5793,70,38500,3,0,5,9,19313,6098,77.1,0,0,186,212,3,3,4,10,7,1,6,9,7,8,7,12,16,9,16,0,0,0,5,85.2,57.1,0,0,316793,86368,26600,73474,N,N
65191,65191,11200,0.2055,300.17,MORTGAGE,75000,Not Verified,low_risk,n,32.24,1,0,10,0,7208,25,w,9769.8,9769.8,3589.25,3589.25,1430.2,2159.05,0,0,0,300.17,0,1,Individual,0,61,181104,0,3,0,3,15,87397,74,0,0,3819,51,34700,2,1,0,3,18110,19792,26.7,0,0,149,135,48,15,2,48,16,0,2,2,4,4,15,6,8,2,10,0,0,0,0,88,0,0,0,247802,94605,27000,108041,N,N
13720,13720,5000,0.1171,165.38,OWN,78000,Source Verified,low_risk,n,16.78,0,1,16,0,30275,37,f,3028.67,3028.67,2347.29,2347.29,1971.33,375.96,0,0,0,165.38,0,1,Individual,0,0,292709,1,2,2,4,8,14536,73,3,5,15995,35,107500,3,0,5,10,18294,53339,35.9,0,0,82,101,1,1,5,1,1,0,6,7,9,14,13,13,19,7,16,0,0,0,6,100,33.3,0,0,379500,44811,83200,20000,N,N
33925,33925,4000,0.2305,154.95,MORTGAGE,69000,Verified,low_risk,n,36.07,2,2,19,0,27521,36,w,3074.37,3074.37,1691.64,1691.64,925.63,766.01,0,0,0,154.95,0,1,Individual,0,290,73926,1,7,3,5,7,46405,92,2,2,7368,84,37600,3,1,8,7,3891,2284,88.7,0,0,136,291,2,2,3,2,2,1,5,12,5,7,17,12,16,12,19,0,0,0,5,85.7,80,0,0,88005,73926,20300,50405,N,N
70295,70295,20000,0.0819,628.49,RENT,57000,Source Verified,low_risk,n,14.34,0,1,8,0,21924,19,w,13869.39,13869.39,7532.78,7532.78,6130.61,1402.17,0,0,0,628.49,0,1,Individual,0,0,22722,0,1,0,0,60,798,32,0,0,4541,72,28900,0,0,1,0,3246,6976,75.9,0,0,135,176,62,60,0,62,1,0,6,6,7,11,8,7,11,6,8,0,0,0,0,94.7,66.7,0,0,31400,22722,28900,2500,N,N
24972,24972,15950,0.124,358.04,MORTGAGE,28000,Not Verified,low_risk,n,42.52,0,2,11,1,8573,18,w,14478.07,14478.07,3211.37,3211.37,1471.93,1739.44,0,0,0,358.04,0,1,Joint App,0,0,235506,2,2,2,2,3,21292,82,1,1,4824,64,20600,1,1,4,4,21410,7963,39.2,0,0,101,196,2,2,1,41,2,0,2,3,3,5,5,8,12,3,11,0,0,0,3,88.9,0,1,0,257711,29865,13100,26006,N,N
60168,60168,27000,0.1033,578.07,MORTGAGE,72000,Not Verified,low_risk,n,24.02,0,0,7,0,21700,21,f,22684.19,22684.19,6898.1,6898.1,4315.81,2582.29,0,0,0,578.07,0,1,Individual,0,0,229205,0,2,0,0,25,20988,45,0,0,6969,47,44100,0,0,0,1,32744,22400,49.2,0,0,149,199,114,14,3,125,15,0,4,4,4,8,10,4,8,4,7,0,0,0,0,95,25,0,0,285570,42688,44100,47000,N,N
8242,8242,7000,0.0881,221.98,RENT,100000,Not Verified,low_risk,n,13.22,0,0,17,0,31124,20,w,5222,5222,2212.95,2212.95,1778,434.95,0,0,0,221.98,0,1,Individual,0,0,35062,3,1,0,2,14,3938,70,4,7,11504,53,60400,2,0,0,9,2191,23588,50.4,0,0,119,127,2,2,0,2,14,0,8,12,11,11,3,16,17,12,17,0,0,0,4,100,9.1,0,0,66000,35062,47600,5600,N,N
29775,29775,7975,0.1102,261.17,MORTGAGE,50000,Not Verified,low_risk,n,13.56,0,1,14,0,501,37,w,0,0,8480.44,8480.44,7975,505.44,0,0,0,6918.3,0,1,Individual,0,0,248406,3,1,2,2,6,11292,94,2,2,59,33,18800,2,7,4,5,19108,8941,0.7,0,0,180,363,3,3,6,3,6,2,1,3,6,10,13,11,17,3,14,0,0,0,5,89.2,0,0,0,279867,13993,9000,12000,N,N
55697,55697,12000,0.0756,373.61,MORTGAGE,120000,Not Verified,low_risk,n,22.07,0,1,15,0,4344,25,w,8278.43,8278.43,4478.28,4478.28,3721.57,756.71,0,0,0,373.61,0,1,Individual,0,0,50889,1,3,1,2,5,46545,61,0,0,1301,23,86000,2,1,2,2,3393,52156,7.7,0,0,154,171,33,5,0,33,5,4,8,8,9,13,6,12,19,8,15,0,0,0,1,83.3,0,0,0,156000,50889,56500,70000,N,N
61051,61051,32075,0.143,1100.93,MORTGAGE,280000,Source Verified,low_risk,n,7.19,1,2,13,0,18331,27,w,22862.24,22862.24,13147.46,13147.46,9212.76,3934.7,0,0,0,1100.93,0,1,Individual,0,2130,585865,0,1,0,1,20,18877,54,0,0,12610,47,44300,4,0,6,1,45067,23513,42.7,0,0,148,242,26,20,3,30,1,0,6,7,7,8,7,10,17,7,13,0,0,0,0,92.6,28.6,0,0,650116,37208,41000,35000,N,N
51633,51633,15400,0.1308,351.03,MORTGAGE,125000,Source Verified,low_risk,n,10.57,0,0,8,0,5670,11,f,13065.28,13065.28,4201.17,4201.17,2334.72,1866.45,0,0,0,351.03,0,1,Individual,0,0,302194,2,2,0,2,15,32289,85,1,2,3156,64,21400,1,2,1,5,37774,8344,27.4,0,0,149,54,1,1,3,1,5,0,1,4,2,2,3,5,5,4,8,0,0,0,2,100,0,0,0,324566,37959,11500,38166,N,N
51497,51497,13000,0.0881,268.67,OWN,25000,Verified,low_risk,n,21.94,0,3,9,0,8999,13,w,10835.24,10835.24,3217.68,3217.68,2164.76,1052.92,0,0,0,268.67,0,1,Individual,0,0,13754,1,1,0,1,14,4755,68,1,4,3692,28,41800,0,2,3,5,1528,28400,23.9,0,0,33,167,5,5,0,5,3,0,4,6,6,6,2,8,11,6,9,0,0,0,1,100,0,0,0,48800,13754,37300,7000,N,N
12461,12461,14400,0.2305,557.8,MORTGAGE,107000,Not Verified,low_risk,n,19.25,0,2,15,0,22386,25,f,11332.06,11332.06,5559.56,5559.56,3067.94,2491.62,0,0,0,557.8,0,1,Individual,0,0,603287,1,2,0,2,21,20505,60,3,5,7674,62,31900,3,1,7,8,40219,5369,67.1,0,0,96,46,10,5,2,12,2,0,5,10,6,10,7,12,16,10,15,0,0,0,4,100,33.3,0,0,628320,42891,21600,34252,N,N
18196,18196,30000,0.1308,683.83,MORTGAGE,51000,Not Verified,low_risk,n,30.07,0,0,11,1,5428,56,w,26251.49,26251.49,6816.5,6816.5,3748.51,3067.99,0,0,0,683.83,0,1,Joint App,0,0,281429,0,3,0,0,29,51794,85,1,1,730,75,15400,0,9,3,2,28143,5186,21.4,0,0,173,148,12,7,1,42,9,0,2,5,2,6,39,6,16,5,11,0,0,0,2,100,0,1,0,302879,57222,6600,60704,N,N
