,index,loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,target,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
35968,35968,4000,0.0881,126.85,RENT,52000,Not Verified,low_risk,n,22.18,0,2,8,0,4233,18,w,2887.44,2887.44,1393.39,1393.39,1112.56,280.83,0,0,0,126.85,0,1,Individual,0,0,63412,1,3,1,2,4,59179,107,0,1,3335,86,18000,2,0,4,3,7927,5565,37.5,0,0,246,132,18,4,0,18,4,0,1,3,2,3,9,5,9,3,8,0,0,0,1,100,0,0,0,73581,63412,8900,55581,N,N
22003,22003,6375,0.0881,202.17,MORTGAGE,79000,Not Verified,low_risk,n,21.69,1,0,8,0,40040,16,w,0,0,6432.31,6432.31,6375,57.31,0,0,0,6438.55,0,1,Individual,0,0,127742,0,2,0,2,14,23841,82,0,0,13902,80,51200,1,1,0,2,15968,8337,71.4,0,0,130,350,118,14,2,118,23,0,3,5,3,5,6,5,8,5,8,0,0,0,0,93.8,66.7,0,0,173173,63881,29100,29123,N,N
64436,64436,7500,0.1695,267.21,RENT,20771,Not Verified,low_risk,n,34.74,0,0,7,0,1010,7,w,5411.2,5411.2,3199.46,3199.46,2088.8,1110.66,0,0,0,267.21,0,1,Individual,0,0,17407,0,4,0,1,18,16397,53,0,1,789,52,2300,0,0,0,2,2487,11,98.6,0,0,51,77,14,14,0,77,14,0,1,2,1,1,4,3,3,2,7,0,0,0,0,100,100,0,0,33348,17407,800,31048,N,N
4372,4372,18000,0.1033,385.38,MORTGAGE,115000,Source Verified,low_risk,n,18.29,0,0,15,0,15854,31,w,15604.36,15604.36,3843.47,3843.47,2395.64,1447.83,0,0,0,385.38,0,1,Individual,0,0,539658,0,8,1,2,8,62255,18,1,1,12671,34,42500,1,0,2,3,35977,22446,41.4,0,0,160,130,7,7,1,7,2,0,3,3,4,5,20,5,9,3,15,0,0,0,2,100,0,0,0,614251,83546,38300,87725,N,N
52072,52072,25525,0.1102,555.23,OWN,86000,Not Verified,low_risk,n,32.45,0,1,17,0,19273,39,w,21863.58,21863.58,6091.9,6091.9,3661.42,2430.48,0,0,0,555.23,0,1,Individual,0,0,48203,1,3,0,1,14,28930,64,1,4,8789,46,58900,1,3,1,5,3013,22455,33.4,0,0,135,424,2,2,1,19,2,5,4,6,7,14,11,14,26,6,17,0,0,0,1,75.7,0,0,0,104400,48203,33700,45500,N,N
31031,31031,6375,0.2055,238.71,RENT,54000,Source Verified,low_risk,n,18.29,0,2,9,0,1637,17,w,5559.9,5559.9,1902.4,1902.4,815.1,1087.3,0,0,0,0,0,1,Individual,0,851,23935,3,2,2,3,2,22298,68,2,2,597,60,7400,3,3,5,5,3419,1164,35.3,0,0,91,114,3,2,0,4,2,0,2,3,5,9,6,7,11,3,9,0,0,0,4,100,0,0,0,40167,23935,1800,32767,N,N
64422,64422,24000,0.124,538.74,MORTGAGE,112000,Source Verified,low_risk,n,12.6,0,0,12,0,21364,32,w,20444.69,20444.69,6448.35,6448.35,3555.31,2893.04,0,0,0,538.74,0,1,Individual,0,0,224274,1,3,0,1,19,202910,71,1,2,7927,59,42900,1,0,0,3,18690,19636,52.1,0,0,113,140,1,1,1,1,20,0,5,5,7,9,15,9,16,5,12,0,0,0,1,96.9,28.6,0,0,249311,224274,41000,206411,N,N
52465,52465,6600,0.1308,222.64,MORTGAGE,55000,Source Verified,low_risk,n,16.6,1,0,7,0,10388,25,w,0,0,7071.66,7071.66,6600,471.66,0,0,0,5740.62,0,1,Individual,0,0,137879,0,2,0,1,13,20893,56,0,2,4938,55,19900,0,4,1,4,19697,4160,71.1,0,0,135,161,22,10,4,22,12,0,3,4,3,4,11,4,10,4,7,0,0,0,1,92,33.3,0,0,165840,31281,14400,37549,N,N
60112,60112,3500,0.1524,121.75,RENT,25000,Not Verified,low_risk,n,18.24,0,1,10,0,2890,15,w,2504.79,2504.79,1453.59,1453.59,995.21,458.38,0,0,0,121.75,0,1,Individual,0,0,6055,1,3,1,1,8,3165,47,2,3,2107,41,7600,5,0,6,4,606,3922,42.3,0,0,26,219,3,3,0,3,1,0,4,5,5,7,3,6,11,5,10,0,0,0,3,100,20,0,0,14716,6055,6800,6800,N,N
49727,49727,19000,0.124,634.71,RENT,56000,Not Verified,low_risk,n,30.2,2,0,6,0,18223,16,w,13933.24,13933.24,6968.72,6968.72,5066.76,1901.96,0,0,0,0,0,1,Individual,0,0,60229,1,3,1,3,6,42006,87,0,0,12518,87,21300,6,0,7,3,10038,3077,85.6,0,0,210,134,40,6,0,41,6,1,3,3,3,6,10,3,6,3,6,0,0,0,1,75,100,0,0,69606,60229,21300,48306,N,N
19678,19678,19125,0.0819,600.99,MORTGAGE,49000,Not Verified,low_risk,n,27.28,0,0,5,0,9238,13,w,14329.62,14329.62,6001.2,6001.2,4795.38,1205.82,0,0,0,600.99,0,1,Joint App,0,0,251588,0,2,0,2,22,36404,44,0,0,9238,59,14300,4,0,4,2,50318,5062,64.6,0,0,79,78,32,22,4,32,0,0,1,1,2,6,3,2,6,1,5,0,0,0,0,100,50,0,0,282535,45642,14300,50235,N,N
33761,33761,38400,0.0881,1217.72,OWN,80000,Verified,low_risk,n,22.95,0,1,20,0,31193,31,w,17667.74,17667.74,22647.93,22647.93,20732.26,1915.67,0,0,0,1217.72,0,1,Individual,0,0,51325,3,2,2,3,8,20132,71,4,6,7350,32,134000,3,3,4,9,2566,65119,30.2,0,0,68,433,3,3,0,3,3,0,5,8,11,13,5,18,26,8,20,0,0,0,6,100,9.1,0,0,162449,51325,93300,28449,N,N
30584,30584,10850,0.1308,247.32,MORTGAGE,78000,Source Verified,low_risk,n,10.83,0,0,13,0,9254,25,w,8715.87,8715.87,3312.64,3312.64,2134.13,1178.51,0,0,0,247.32,0,1,Individual,0,0,122657,1,2,0,2,20,12996,60,1,2,4682,52,21100,2,0,1,4,9435,11846,43.9,0,0,158,159,6,6,4,6,7,1,6,6,10,13,7,10,14,6,13,0,0,0,1,96,20,0,0,150075,22250,21100,21718,N,N
44627,44627,31900,0.1308,1076.07,MORTGAGE,69000,Not Verified,low_risk,n,71.57,2,0,29,0,27181,43,w,23436.79,23436.79,11813.59,11813.59,8463.21,3350.38,0,0,0,1076.07,0,1,Joint App,0,0,247979,1,16,1,5,3,220798,93,0,4,7910,87,40700,6,1,4,9,8551,7358,76.7,0,0,110,149,21,3,0,21,3,0,5,7,8,14,22,13,21,7,29,0,0,0,1,88.4,62.5,0,0,284954,247979,31600,244254,N,N
73448,73448,5600,0.0881,177.59,RENT,85000,Not Verified,low_risk,n,13.27,0,0,6,0,9021,10,w,0,0,6011.4,6011.4,5600,411.4,0,0,0,4238.24,0,1,Individual,0,0,21930,0,2,0,1,20,12909,42,0,0,2305,50,12600,1,0,0,1,3655,3732,50.9,0,0,77,226,30,20,0,30,20,0,2,3,3,3,6,4,4,3,6,0,0,0,0,100,66.7,0,0,43688,21930,7600,31088,N,N
64552,64552,18000,0.2305,507.95,OWN,120000,Verified,low_risk,n,22.93,0,1,14,0,23624,45,w,0,0,20726.73,20726.73,18000,2726.73,0,0,0,17194.13,0,1,Individual,0,1225,233013,1,4,0,3,17,118425,75,4,5,5611,76,30400,0,5,6,8,16644,3640,85.2,0,0,146,342,4,4,4,7,4,1,6,8,6,9,27,9,14,8,14,0,0,0,4,85.7,66.7,0,0,267558,142049,24600,129158,N,N
70078,70078,19125,0.0819,389.53,MORTGAGE,100100,Source Verified,low_risk,n,13.97,1,0,12,0,2306,25,w,15897.61,15897.61,4665.66,4665.66,3227.39,1438.27,0,0,0,389.53,0,1,Individual,0,0,281141,0,6,0,0,36,63002,75,0,1,2074,49,48600,0,1,0,3,25558,45694,4.8,0,0,158,131,21,21,2,21,23,0,2,2,4,5,14,5,8,2,12,0,0,0,0,100,0,0,0,354858,65308,48000,84099,N,N
39716,39716,24000,0.1308,547.06,MORTGAGE,180000,Source Verified,low_risk,n,11.47,0,1,14,0,14855,31,w,21363.5,21363.5,5404.98,5404.98,2636.5,2768.48,0,0,0,547.06,0,1,Individual,0,0,121545,2,7,1,3,6,106690,93,1,1,4863,82,33000,0,4,3,4,8682,8192,55.5,0,0,126,178,1,1,0,1,1,0,4,5,4,6,15,7,16,5,14,0,0,0,2,96.8,25,0,0,148094,121545,18400,115094,N,N
20642,20642,7700,0.0702,237.83,MORTGAGE,42500,Not Verified,low_risk,n,23.44,0,1,10,0,7909,14,w,5516.23,5516.23,2610.12,2610.12,2183.77,426.35,0,0,0,237.83,0,1,Individual,0,0,40383,4,2,1,1,6,32474,101,6,7,2285,55,41300,2,0,3,8,4038,30647,16.3,0,0,159,51,2,2,0,2,5,2,6,7,7,8,5,8,9,7,10,0,0,0,7,85.7,0,0,0,73454,40383,36600,32154,N,N
28085,28085,16000,0.1102,348.04,OWN,31000,Not Verified,low_risk,n,24.82,0,0,17,0,5220,24,f,13683.4,13683.4,3808.85,3808.85,2316.6,1492.25,0,0,0,348.04,0,1,Individual,0,0,28631,0,11,0,1,24,23411,75,0,0,2139,53,22400,1,0,0,1,1789,12027,21.9,0,0,114,123,29,24,0,35,24,0,2,3,3,9,11,6,13,3,17,0,0,0,0,100,0,0,0,53748,28631,15400,31348,N,N
55251,55251,12000,0.1308,273.53,MORTGAGE,75000,Not Verified,low_risk,n,21.58,0,0,5,1,132,12,w,10180.74,10180.74,3273.64,3273.64,1819.26,1454.38,0,0,0,273.53,0,1,Individual,0,0,366356,0,3,1,4,11,37561,79,0,1,132,77,1500,3,1,0,5,73271,1368,8.8,0,0,194,172,20,11,1,20,13,1,1,1,1,1,9,1,2,1,5,0,0,0,1,91.7,0,1,0,397655,37693,1500,47393,N,N
74839,74839,12000,0.0881,380.54,MORTGAGE,129999,Not Verified,low_risk,n,10.42,0,3,11,0,11998,20,w,8390.05,8390.05,4554.73,4554.73,3609.95,944.78,0,0,0,380.54,0,1,Individual,0,0,256252,1,2,0,3,16,21986,68,2,3,2893,59,25100,1,2,5,6,23296,6838,47.8,0,0,60,89,5,5,3,11,2,1,4,6,4,5,6,8,11,6,11,0,0,0,2,100,25,0,0,292314,33984,13100,32543,N,N
15345,15345,15000,0.1033,486.34,RENT,60000,Source Verified,low_risk,n,18.86,0,0,7,0,14116,7,w,12320.09,12320.09,3873.5,3873.5,2679.91,1193.59,0,0,0,486.34,0,1,Individual,0,0,24860,0,2,1,2,11,10744,56,3,3,4888,52,28700,1,0,2,5,3551,12893,50.8,0,0,22,41,7,7,0,9,10,0,4,5,4,4,2,5,5,5,7,0,0,0,4,100,0,0,0,47869,24860,26200,19169,N,N
64708,64708,10000,0.0881,317.12,RENT,110000,Not Verified,low_risk,n,20.69,0,0,9,0,32677,11,w,6954.54,6954.54,3800.55,3800.55,3045.46,755.09,0,0,0,317.12,0,1,Individual,0,0,57627,0,2,1,1,8,24950,49,0,0,6451,51,61400,1,2,1,1,6403,26196,43.5,0,0,53,70,25,8,0,25,8,0,5,6,6,8,2,7,9,6,9,0,0,0,1,100,16.7,0,0,112522,57627,46400,51122,N,N
19698,19698,1500,0.143,51.49,MORTGAGE,75000,Not Verified,low_risk,n,18.03,5,2,9,1,241,37,w,1145.24,1145.24,513.71,513.71,354.76,158.95,0,0,0,51.49,0,1,Individual,0,0,21845,0,4,1,2,10,21604,54,2,4,177,45,7900,1,0,4,6,2427,6759,3.4,0,0,188,487,12,10,2,12,2,8,3,3,4,11,14,5,20,3,9,0,0,5,3,73.5,0,1,0,48162,21845,7000,40262,N,N
9057,9057,1600,0.1612,56.35,RENT,19224,Not Verified,low_risk,n,25.84,2,0,10,1,2719,21,w,1127.88,1127.88,660.63,660.63,472.12,188.51,0,0,0,56.35,0,1,Individual,0,0,8420,2,0,1,1,12,5701,72,4,4,763,34,16800,2,0,3,5,842,2737,21.8,0,0,119,139,5,5,0,6,12,0,1,6,2,5,7,9,14,6,10,0,0,0,5,90.5,50,1,0,24693,8420,3500,7893,N,N
25547,25547,15000,0.1308,341.92,OWN,40000,Source Verified,low_risk,n,37.14,0,0,17,0,20142,18,w,13669.32,13669.32,3066.38,3066.38,1330.68,1735.7,0,0,0,341.92,0,1,Individual,0,0,38186,0,1,0,0,26,18044,63,1,7,2834,67,28200,0,2,0,7,2246,2647,82.2,0,0,66,57,12,12,0,22,20,0,9,15,9,9,2,16,16,15,17,0,0,0,1,100,77.8,0,0,56640,38186,14900,28440,N,N
46268,46268,25000,0.1308,569.86,MORTGAGE,93000,Source Verified,low_risk,n,29.24,0,0,10,0,17108,26,w,22769.15,22769.15,5110.57,5110.57,2230.85,2879.72,0,0,0,569.86,1,1,Individual,0,314,188782,1,4,2,2,5,66611,77,0,0,6840,65,34800,1,6,1,2,18878,10744,52,0,0,117,211,31,5,2,31,9,0,2,4,3,4,14,5,10,4,10,0,0,0,2,96.2,33.3,0,0,241271,83719,22400,93554,N,N
30186,30186,25000,0.0819,509.19,MORTGAGE,75000,Not Verified,low_risk,n,23.5,0,1,7,0,21540,20,w,21146.06,21146.06,5589.71,5589.71,3853.94,1735.77,0,0,0,509.19,0,1,Individual,0,0,196537,0,2,0,2,15,36822,47,0,0,9418,62,34400,4,2,3,3,28077,11260,65.7,0,0,97,99,42,15,3,57,5,0,3,3,3,4,11,4,6,3,7,0,0,0,0,100,66.7,0,0,220025,58362,32800,44625,N,N
26204,26204,10625,0.1524,369.57,RENT,59000,Not Verified,low_risk,n,17.51,1,1,10,0,6142,22,w,8107.95,8107.95,3777.99,3777.99,2517.05,1260.94,0,0,0,400,1,1,Individual,0,666,27723,2,2,0,0,34,21581,50,2,2,2096,46,17300,0,0,1,2,2772,6763,45.5,0,0,180,106,3,3,0,4,4,1,3,4,5,7,8,8,13,4,10,0,0,1,2,86.4,40,0,0,60855,27723,12400,43555,N,N
62692,62692,15000,0.143,351.37,MORTGAGE,85000,Source Verified,low_risk,n,12.04,0,2,20,0,6030,46,w,12787.25,12787.25,4186.65,4186.65,2212.75,1973.9,0,0,0,351.37,0,1,Individual,0,0,129105,3,2,1,2,8,14444,67,3,7,1428,37,33500,3,0,5,11,6455,7556,30.7,0,0,152,306,1,1,4,1,4,2,3,7,3,4,19,17,23,7,20,0,0,0,5,92.5,0,0,0,165491,20474,10900,21705,N,N
64475,64475,18000,0.2305,507.95,MORTGAGE,73000,Source Verified,low_risk,n,13.28,0,0,9,1,18093,13,w,17082.86,17082.86,5056.45,5056.45,917.14,4139.31,0,0,0,507.95,0,1,Individual,0,0,24605,1,1,0,0,326,6512,98,3,5,7347,81,23800,0,0,0,5,2734,4695,75,0,0,326,401,3,3,1,3,24,0,4,6,6,6,1,8,11,6,9,0,0,0,3,100,66.7,1,0,30452,24605,18800,6652,N,N
27965,27965,12000,0.1308,404.79,OWN,28000,Not Verified,low_risk,n,35.62,0,1,17,0,12425,58,f,0,0,12100.28,12100.28,12000,100.28,0,0,0,12109,0,1,Individual,0,0,57461,1,1,2,2,9,21917,88,1,7,6989,42,57700,0,11,3,10,3380,21615,32,0,0,98,125,4,4,2,4,0,0,3,8,5,11,24,15,32,8,17,0,0,0,4,98.2,20,0,0,107704,34342,31800,25004,N,N
24658,24658,10625,0.1524,254.11,MORTGAGE,109000,Source Verified,low_risk,n,12.71,0,3,11,0,16520,21,w,0,0,11059.7,11059.7,10625,434.7,0,0,0,10560.48,0,1,Individual,0,0,389545,4,2,6,6,2,24370,85,1,1,3866,38,79400,3,0,4,7,35413,54468,13.7,0,0,81,214,11,2,3,11,2,0,4,6,5,7,8,7,10,6,11,0,0,0,7,100,0,0,0,498225,40890,63100,28825,N,N
48039,48039,15950,0.1612,561.71,RENT,175000,Not Verified,low_risk,n,21.39,0,0,11,0,46310,21,w,11860.44,11860.44,6150.24,6150.24,4089.56,2060.68,0,0,0,0,0,1,Individual,0,0,105545,0,3,2,2,11,59235,59,1,1,15897,62,73300,1,0,1,3,9595,25546,64.4,0,0,256,83,10,10,0,10,12,1,6,7,7,8,11,8,10,7,11,0,0,0,3,95.2,14.3,0,0,157216,105545,71700,83916,N,N
53187,53187,16000,0.0819,502.79,MORTGAGE,72000,Not Verified,low_risk,n,21.98,0,0,11,0,23864,21,w,11036.69,11036.69,6018.92,6018.92,4963.31,1055.61,0,0,0,502.79,0,1,Joint App,0,650,268969,1,3,0,3,15,37080,82,1,2,17601,67,45700,1,0,0,5,24452,20340,54,0,0,256,162,6,6,2,6,20,0,3,4,6,9,7,7,11,4,11,0,0,0,1,100,33.3,0,0,313800,60944,44200,45000,N,N
74229,74229,7000,0.2055,187.61,MORTGAGE,64000,Source Verified,low_risk,n,25.09,1,1,23,0,17988,34,w,6576.36,6576.36,1868.11,1868.11,423.64,1444.47,0,0,0,187.61,0,1,Individual,0,262,281952,1,4,0,2,15,74542,32,3,8,4174,43,35400,0,1,4,10,12259,10667,42.7,0,0,153,156,3,3,3,40,3,3,4,15,5,6,9,18,21,15,23,0,0,1,3,88.2,20,0,0,328734,92530,18600,71334,N,N
19577,19577,12000,0.1171,396.92,MORTGAGE,130000,Source Verified,low_risk,n,15.43,0,1,9,0,11299,17,w,9075.67,9075.67,3961.39,3961.39,2924.33,1037.06,0,0,0,396.92,0,1,Individual,0,751,245484,2,3,1,2,5,45602,21,2,3,2805,37,18800,1,3,2,8,27276,4273,63.8,0,0,158,96,2,2,3,2,2,0,4,5,4,4,9,5,5,5,9,0,0,0,3,100,25,0,0,285392,56901,11800,75487,N,N
59566,59566,16000,0.0756,498.15,MORTGAGE,109000,Not Verified,low_risk,n,22.66,0,0,18,0,18869,25,w,11520.93,11520.93,5472.93,5472.93,4479.07,993.86,0,0,0,0,0,1,Individual,0,0,97317,0,10,0,1,15,78448,77,0,0,14233,60,61500,1,0,1,1,5407,32118,31.5,0,0,186,263,35,15,1,35,3,1,2,5,3,5,13,8,11,5,18,0,0,0,0,80,0,0,0,163613,97317,46900,102113,N,N
14036,14036,26575,0.1695,659.75,MORTGAGE,96000,Not Verified,low_risk,n,24.61,0,1,16,0,49193,31,w,22867.33,22867.33,7464.7,7464.7,3707.67,3757.03,0,0,0,270,0,1,Individual,0,0,194232,1,2,2,2,3,43276,89,0,0,10740,59,107800,1,0,2,2,12140,47440,29.5,0,0,186,188,27,3,3,41,2,0,5,10,6,8,13,12,15,10,16,0,0,0,2,100,33.3,0,0,332209,92469,67300,48909,N,N
53807,53807,12000,0.0646,367.57,RENT,110000,Not Verified,low_risk,n,19.31,0,0,14,0,8745,27,w,8224.35,8224.35,4402.23,4402.23,3775.65,626.58,0,0,0,367.57,0,1,Individual,0,0,48270,0,5,2,2,8,39525,62,0,1,1885,40,57900,1,2,3,3,3448,26515,6.6,0,0,89,163,15,8,0,47,11,0,1,3,3,5,8,9,19,3,14,0,0,0,2,100,0,0,0,121904,48270,28400,64004,N,N
19188,19188,40000,0.0819,814.7,RENT,55000,Verified,low_risk,n,18.3,0,0,12,1,17901,22,w,34413.57,34413.57,8128.8,8128.8,5586.43,2542.37,0,0,0,814.7,0,1,Individual,0,0,62780,1,2,0,3,16,44879,53,3,4,9757,22,122500,0,0,3,7,5232,87599,17,0,0,59,185,3,3,0,3,7,0,5,5,8,13,7,10,15,5,12,0,0,0,3,100,25,1,0,189748,62780,105500,67248,N,N
56336,56336,31900,0.1612,777.79,MORTGAGE,65000,Not Verified,low_risk,n,35.86,0,2,11,0,38398,24,w,27384.85,27384.85,9304.91,9304.91,4515.15,4789.76,0,0,0,777.79,0,1,Joint App,0,0,195865,0,2,1,1,12,23852,68,0,2,7104,84,39100,1,3,3,4,17806,0,100.8,0,0,150,158,22,12,2,50,6,0,3,8,3,6,10,8,12,8,11,0,0,0,1,100,100,0,0,216333,62250,8600,34860,N,N
20053,20053,8400,0.1612,295.82,RENT,50000,Not Verified,low_risk,n,13.71,0,1,7,0,10983,9,w,7104.11,7104.11,2359.04,2359.04,1295.89,1063.15,0,0,0,295.82,0,1,Individual,0,80,12210,1,1,0,0,31,1227,19,1,2,6462,58,14600,0,0,1,2,1744,3556,73.9,0,0,126,126,2,2,0,2,2,0,4,5,5,5,2,6,7,5,7,0,0,0,1,100,40,0,0,21075,12210,13600,6475,N,N
63897,63897,21050,0.0881,667.53,MORTGAGE,98000,Not Verified,low_risk,n,15.44,0,0,9,0,1058,20,f,11988.08,11988.08,10500.06,10500.06,9061.92,1438.14,0,0,0,667.53,0,1,Individual,0,0,185115,2,2,2,2,5,27331,81,1,2,291,51,21400,1,1,2,4,20568,15609,1.8,0,0,128,374,2,2,4,2,6,1,1,2,3,4,9,5,6,2,9,0,0,0,3,95,0,0,0,242839,28389,15900,33816,N,N
30079,30079,35000,0.0819,712.87,MORTGAGE,102000,Source Verified,low_risk,n,28.01,0,0,14,0,17271,39,w,29604.44,29604.44,7825.65,7825.65,5395.56,2430.09,0,0,0,712.87,0,1,Individual,0,0,440335,0,4,0,3,18,93568,79,0,1,3270,67,36400,6,7,0,5,36695,5330,38,0,0,208,163,16,16,3,16,16,0,1,4,3,5,20,8,16,4,14,0,0,0,0,97.4,50,0,0,508475,110839,8600,117455,N,N
68602,68602,11700,0.0881,241.8,MORTGAGE,150000,Not Verified,low_risk,n,8.24,1,1,18,0,9411,29,w,9770.37,9770.37,2890.15,2890.15,1929.63,960.52,0,0,0,241.8,0,1,Individual,0,0,245788,2,1,0,0,30,15846,57,2,8,2757,42,31800,1,0,1,8,13655,11195,35.3,0,0,103,139,1,1,2,16,6,6,3,10,5,10,2,16,25,10,18,0,0,0,2,72.4,40,0,0,315987,25257,17300,28017,N,N
56545,56545,34000,0.0702,1050.14,RENT,125000,Not Verified,low_risk,n,21.71,0,0,13,0,33756,24,w,23449.96,23449.96,12588.42,12588.42,10550.04,2038.38,0,0,0,1050.14,0,1,Individual,0,0,94424,0,4,2,3,8,60668,63,0,4,13715,64,52400,2,3,2,7,7263,16606,66.5,0,0,159,89,13,8,0,13,8,0,6,7,7,11,10,9,14,7,13,0,0,0,2,91.7,14.3,0,0,130843,94424,49600,78443,N,N
24451,24451,28000,0.0881,578.66,MORTGAGE,70000,Verified,low_risk,n,29.11,0,0,20,0,28416,31,w,23741.95,23741.95,6351.56,6351.56,4258.05,2093.51,0,0,0,578.66,0,1,Individual,0,0,56930,0,2,0,2,14,28514,71,1,3,7288,36,119100,4,0,3,5,2847,47823,36.8,0,0,120,155,9,9,0,9,4,0,9,11,9,12,7,18,24,11,20,0,0,0,1,100,0,0,0,159338,56930,75700,40238,N,N
25068,25068,2000,0.0646,61.27,MORTGAGE,80000,Source Verified,low_risk,n,11.33,0,0,11,0,7534,29,w,1429.65,1429.65,673.25,673.25,570.35,102.9,0,0,0,61.27,0,1,Individual,0,0,124520,0,2,1,1,11,6442,28,0,0,4793,22,40100,1,1,2,1,11320,27566,21.5,0,0,238,171,29,11,5,29,4,0,3,3,6,9,8,8,16,3,11,0,0,0,1,100,0,0,0,191748,13976,35100,23398,N,N
32238,32238,22000,0.0702,679.5,MORTGAGE,110000,Not Verified,low_risk,n,16.6,0,0,10,0,13411,20,w,0,0,23068.43,23068.43,22000,1068.43,0,0,0,17641.01,0,1,Individual,0,0,167033,0,3,0,1,16,36062,55,0,1,13411,44,46700,1,2,0,2,16703,22089,37.8,0,0,97,105,20,16,2,51,16,0,1,1,3,5,9,6,9,1,10,0,0,0,0,100,0,0,0,236147,49473,35500,65947,N,N
13404,13404,20000,0.0756,622.68,RENT,90000,Not Verified,low_risk,n,21.4,0,2,15,0,4322,35,w,14921.24,14921.24,6218.4,6218.4,5078.76,1139.64,0,0,0,622.68,0,1,Individual,0,0,116256,2,4,2,3,3,111934,80,0,4,2852,51,44100,4,1,2,7,7750,33080,11.6,0,0,143,177,13,3,3,13,3,2,2,3,6,9,15,11,17,3,15,0,0,0,2,94.3,0,0,0,158173,116256,37400,114073,N,N
72412,72412,35000,0.143,819.85,MORTGAGE,91000,Source Verified,low_risk,n,22.39,0,1,22,0,36163,51,w,27718.11,27718.11,11610.39,11610.39,7281.89,4328.5,0,0,0,819.85,0,1,Individual,0,0,187794,1,10,1,1,8,68492,93,1,3,16829,70,63000,0,1,4,4,8536,12021,74.5,0,0,145,145,2,2,2,2,2,0,5,8,6,15,23,11,26,8,22,0,0,0,2,100,50,0,0,236056,104655,47100,73057,N,N
75207,75207,21275,0.1774,537.25,OWN,46000,Verified,low_risk,n,23.27,0,1,7,0,9177,9,w,18373.8,18373.8,6405.06,6405.06,2901.2,3503.86,0,0,0,537.25,0,1,Individual,0,165,22910,1,2,1,2,1,13733,74,0,1,6484,55,22900,1,0,1,3,3273,13723,40.1,0,0,39,60,24,1,0,24,1,0,4,4,5,5,3,5,6,4,7,0,0,0,1,100,20,0,0,41567,22910,22900,18667,N,N
36198,36198,2900,0.0756,90.29,RENT,38000,Source Verified,low_risk,n,32.47,0,1,15,0,409,19,w,2078.46,2078.46,991.97,991.97,821.54,170.43,0,0,0,90.29,0,1,Individual,0,0,45845,1,12,0,2,22,45436,74,1,2,0,67,7000,0,0,2,4,3056,2800,0,0,0,89,76,2,2,0,51,2,0,0,2,1,3,13,3,6,2,15,0,0,0,1,100,0,0,0,68689,45845,2800,61689,N,N
45397,45397,8000,0.0702,247.09,RENT,42000,Source Verified,low_risk,n,13.54,0,1,5,0,7860,5,w,5731.22,5731.22,2714.87,2714.87,2268.78,446.09,0,0,0,247.09,0,1,Individual,0,0,20229,1,1,1,1,12,12369,85,2,2,7655,59,20000,2,0,5,3,4046,10140,43.7,0,0,12,47,0,0,0,0,0,0,2,2,3,3,1,4,4,2,5,0,0,0,3,100,0,0,0,34532,20229,18000,14532,N,N
7910,7910,31000,0.1033,1005.1,OWN,250000,Verified,low_risk,n,18.05,0,0,14,0,52729,32,w,23257.68,23257.68,10015.42,10015.42,7742.32,2273.1,0,0,0,1005.1,0,1,Individual,0,0,827933,1,3,1,3,10,56884,58,0,1,23613,66,74300,1,1,2,5,63687,10577,82.5,0,0,307,77,22,3,3,28,5,0,4,5,6,6,17,10,12,5,14,0,0,0,2,100,80,0,0,875463,109613,60300,80716,N,N
15174,15174,10000,0.1695,356.28,RENT,36000,Not Verified,low_risk,n,5.9,1,0,13,0,6240,17,w,7750.77,7750.77,3543.97,3543.97,2249.23,1294.74,0,0,0,356.28,0,1,Individual,0,0,19962,3,7,3,6,6,13722,98,1,1,1530,80,9800,1,1,1,8,1536,2405,49.9,0,0,50,70,4,4,0,36,9,4,4,5,4,7,8,5,8,5,13,0,0,0,4,70.6,0,0,0,25117,19962,4800,13964,N,N
